nmm_text_id,lang,type,nmm_text_for_search,expected_nmm_id
nmm_t_38584,zh,nmmgn_zh,净野桂皮是一种天然药材。,nmm-07fy
nmm_t_38585,en,nmmsn,Averrhoa carambola Leaf is a kind of Natural Medicinal Material.,nmm-07fz
nmm_t_38586,zh,nmmsn_zh,阳桃叶是一种天然药材。,nmm-07fz
nmm_t_38587,en,nmmgn,Yang-tao-ye is a kind of Natural Medicinal Material.,nmm-07fz
nmm_t_38588,zh,nmmgn_zh,阳桃叶是一种天然药材。,nmm-07fz
nmm_t_38589,en,nmmsn,Averrhoa carambola Leaf Cleaned is a kind of Natural Medicinal Material.,nmm-07g0
nmm_t_38590,zh,nmmsn_zh,净制阳桃叶是一种天然药材。,nmm-07g0
nmm_t_38591,en,nmmgn,Jing-yang-tao-ye is a kind of Natural Medicinal Material.,nmm-07g0
nmm_t_38592,zh,nmmgn_zh,净阳桃叶是一种天然药材。,nmm-07g0
nmm_t_38593,en,nmmsn,Primula beesiana Root is a kind of Natural Medicinal Material.,nmm-07g1
nmm_t_38594,zh,nmmsn_zh,霞红灯台报春根是一种天然药材。,nmm-07g1
nmm_t_38595,en,nmmgn,Yu-chang-cao is a kind of Natural Medicinal Material.,nmm-07g1
nmm_t_38596,zh,nmmgn_zh,鱼肠草是一种天然药材。,nmm-07g1
nmm_t_38597,en,nmmsn,Primula beesiana Root Cleaned is a kind of Natural Medicinal Material.,nmm-07g2
nmm_t_38598,zh,nmmsn_zh,净制霞红灯台报春根是一种天然药材。,nmm-07g2
nmm_t_38599,en,nmmgn,Jing-yu-chang-cao is a kind of Natural Medicinal Material.,nmm-07g2
nmm_t_38600,zh,nmmgn_zh,净鱼肠草是一种天然药材。,nmm-07g2
nmm_t_38601,en,nmmsn,Clematis loureiroana Herb is a kind of Natural Medicinal Material.,nmm-07g3
nmm_t_38602,zh,nmmsn_zh,丝铁线莲全草是一种天然药材。,nmm-07g3
nmm_t_38603,en,nmmgn,Zi-mu-tong is a kind of Natural Medicinal Material.,nmm-07g3
nmm_t_38604,zh,nmmgn_zh,紫木通是一种天然药材。,nmm-07g3
nmm_t_38605,en,nmmsn,Clematis loureiroana Herb Cleaned is a kind of Natural Medicinal Material.,nmm-07g4
nmm_t_38606,zh,nmmsn_zh,净制丝铁线莲全草是一种天然药材。,nmm-07g4
nmm_t_38607,en,nmmgn,Jing-zi-mu-tong is a kind of Natural Medicinal Material.,nmm-07g4
nmm_t_38608,zh,nmmgn_zh,净紫木通是一种天然药材。,nmm-07g4
nmm_t_38609,en,nmmsn,Cucurbita moschata Seed is a kind of Natural Medicinal Material.,nmm-07g5
nmm_t_38610,zh,nmmsn_zh,南瓜种子是一种天然药材。,nmm-07g5
nmm_t_38611,en,nmmgn,Nan-gua-zi is a kind of Natural Medicinal Material.,nmm-07g5
nmm_t_38612,zh,nmmgn_zh,南瓜子是一种天然药材。,nmm-07g5
nmm_t_38613,en,nmmsn,Cucurbita moschata Seed Cleaned is a kind of Natural Medicinal Material.,nmm-07g6
nmm_t_38614,zh,nmmsn_zh,净制南瓜种子是一种天然药材。,nmm-07g6
nmm_t_38615,en,nmmgn,Jing-nan-gua-zi is a kind of Natural Medicinal Material.,nmm-07g6
nmm_t_38616,zh,nmmgn_zh,净南瓜子是一种天然药材。,nmm-07g6
nmm_t_38617,en,nmmsn,Lysimachia chekiangensis Herb is a kind of Natural Medicinal Material.,nmm-07g7
nmm_t_38618,zh,nmmsn_zh,浙江过路黄全草是一种天然药材。,nmm-07g7
nmm_t_38619,en,nmmgn,Zhe-jiang-guo-lu-huang is a kind of Natural Medicinal Material.,nmm-07g7
nmm_t_38620,zh,nmmgn_zh,浙江过路黄是一种天然药材。,nmm-07g7
nmm_t_38621,en,nmmsn,Lysimachia chekiangensis Herb Cleaned is a kind of Natural Medicinal Material.,nmm-07g8
nmm_t_38622,zh,nmmsn_zh,净制浙江过路黄全草是一种天然药材。,nmm-07g8
nmm_t_38623,en,nmmgn,Jing-zhe-jiang-guo-lu-huang is a kind of Natural Medicinal Material.,nmm-07g8
nmm_t_38624,zh,nmmgn_zh,净浙江过路黄是一种天然药材。,nmm-07g8
nmm_t_38625,en,nmmsn,Francolinus pintadeanus Paw is a kind of Natural Medicinal Material.,nmm-07g9
nmm_t_38626,zh,nmmsn_zh,中华鹧鸪爪是一种天然药材。,nmm-07g9
nmm_t_38627,en,nmmgn,Zhe-gu-jiao is a kind of Natural Medicinal Material.,nmm-07g9
nmm_t_38628,zh,nmmgn_zh,鹧鸪脚是一种天然药材。,nmm-07g9
nmm_t_38629,en,nmmsn,Francolinus pintadeanus Paw Cleaned is a kind of Natural Medicinal Material.,nmm-07ga
nmm_t_38630,zh,nmmsn_zh,净制中华鹧鸪爪是一种天然药材。,nmm-07ga
nmm_t_38631,en,nmmgn,Jing-zhe-gu-jiao is a kind of Natural Medicinal Material.,nmm-07ga
nmm_t_38632,zh,nmmgn_zh,净鹧鸪脚是一种天然药材。,nmm-07ga
nmm_t_38633,en,nmmsn,Bombyx mori Egg is a kind of Natural Medicinal Material.,nmm-07gb
nmm_t_38634,zh,nmmsn_zh,家蚕卵是一种天然药材。,nmm-07gb
nmm_t_38635,en,nmmgn,Yuan-can-zi is a kind of Natural Medicinal Material.,nmm-07gb
nmm_t_38636,zh,nmmgn_zh,原蚕子是一种天然药材。,nmm-07gb
nmm_t_38637,en,nmmsn,Bombyx mori Egg Cleaned is a kind of Natural Medicinal Material.,nmm-07gc
nmm_t_38638,zh,nmmsn_zh,净制家蚕卵是一种天然药材。,nmm-07gc
nmm_t_38639,en,nmmgn,Jing-yuan-can-zi is a kind of Natural Medicinal Material.,nmm-07gc
nmm_t_38640,zh,nmmgn_zh,净原蚕子是一种天然药材。,nmm-07gc
nmm_t_38641,en,nmmsn,Caryota maxima Fiber-leaf-sheath is a kind of Natural Medicinal Material.,nmm-07gd
nmm_t_38642,zh,nmmsn_zh,鱼尾葵叶鞘纤维是一种天然药材。,nmm-07gd
nmm_t_38643,en,nmmgn,Yu-wei-kui-ye is a kind of Natural Medicinal Material.,nmm-07gd
nmm_t_38644,zh,nmmgn_zh,鱼尾葵叶是一种天然药材。,nmm-07gd
nmm_t_38645,en,nmmsn,Caryota maxima Fiber-leaf-sheath Cleaned is a kind of Natural Medicinal Material.,nmm-07ge
nmm_t_38646,zh,nmmsn_zh,净制鱼尾葵叶鞘纤维是一种天然药材。,nmm-07ge
nmm_t_38647,en,nmmgn,Jing-yu-wei-kui-ye is a kind of Natural Medicinal Material.,nmm-07ge
nmm_t_38648,zh,nmmgn_zh,净鱼尾葵叶是一种天然药材。,nmm-07ge
nmm_t_38649,en,nmmsn,Medicago lupulina Herb is a kind of Natural Medicinal Material.,nmm-07gf
nmm_t_38650,zh,nmmsn_zh,天蓝苜蓿全草是一种天然药材。,nmm-07gf
nmm_t_38651,en,nmmgn,Lao-wo-sheng is a kind of Natural Medicinal Material.,nmm-07gf
nmm_t_38652,zh,nmmgn_zh,老蜗生是一种天然药材。,nmm-07gf
nmm_t_38653,en,nmmsn,Medicago lupulina Herb Cleaned is a kind of Natural Medicinal Material.,nmm-07gg
nmm_t_38654,zh,nmmsn_zh,净制天蓝苜蓿全草是一种天然药材。,nmm-07gg
nmm_t_38655,en,nmmgn,Jing-lao-wo-sheng is a kind of Natural Medicinal Material.,nmm-07gg
nmm_t_38656,zh,nmmgn_zh,净老蜗生是一种天然药材。,nmm-07gg
nmm_t_38657,en,nmmsn,Epilobium pyrricholophum Herb or Root or Seed-hair is a kind of Natural Medicinal Material.,nmm-07gh
nmm_t_38658,zh,nmmsn_zh,长籽柳叶菜全草或根或种毛是一种天然药材。,nmm-07gh
nmm_t_38659,en,nmmgn,Zhen-tong-xian is a kind of Natural Medicinal Material.,nmm-07gh
nmm_t_38660,zh,nmmgn_zh,针筒线是一种天然药材。,nmm-07gh
nmm_t_38661,en,nmmsn,Epilobium pyrricholophum Herb or Root or Seed-hair Cleaned is a kind of Natural Medicinal Material.,nmm-07gi
nmm_t_38662,zh,nmmsn_zh,净制长籽柳叶菜全草或根或种毛是一种天然药材。,nmm-07gi
nmm_t_38663,en,nmmgn,Jing-zhen-tong-xian is a kind of Natural Medicinal Material.,nmm-07gi
nmm_t_38664,zh,nmmgn_zh,净针筒线是一种天然药材。,nmm-07gi
nmm_t_38665,en,nmmsn,Adiantum capillus-veneris Herb is a kind of Natural Medicinal Material.,nmm-07gj
nmm_t_38666,zh,nmmsn_zh,铁线蕨全草是一种天然药材。,nmm-07gj
nmm_t_38667,en,nmmgn,Zhu-zong-cao is a kind of Natural Medicinal Material.,nmm-07gj
nmm_t_38668,zh,nmmgn_zh,猪鬃草是一种天然药材。,nmm-07gj
nmm_t_38669,en,nmmsn,Adiantum capillus-veneris Herb Cleaned is a kind of Natural Medicinal Material.,nmm-07gk
nmm_t_38670,zh,nmmsn_zh,净制铁线蕨全草是一种天然药材。,nmm-07gk
nmm_t_38671,en,nmmgn,Jing-zhu-zong-cao is a kind of Natural Medicinal Material.,nmm-07gk
nmm_t_38672,zh,nmmgn_zh,净猪鬃草是一种天然药材。,nmm-07gk
nmm_t_38673,en,nmmsn,Syzygium brachythyrsum Fruit or Leaf and Stem is a kind of Natural Medicinal Material.,nmm-07gl
nmm_t_38674,zh,nmmsn_zh,短序蒲桃果实或叶与茎是一种天然药材。,nmm-07gl
nmm_t_38675,en,nmmgn,Ye-dong-qing-guo is a kind of Natural Medicinal Material.,nmm-07gl
nmm_t_38676,zh,nmmgn_zh,野冬青果是一种天然药材。,nmm-07gl
nmm_t_38677,en,nmmsn,Syzygium brachythyrsum Fruit or Leaf and Stem Cleaned is a kind of Natural Medicinal Material.,nmm-07gm
nmm_t_38678,zh,nmmsn_zh,净制短序蒲桃果实或叶与茎是一种天然药材。,nmm-07gm
nmm_t_38679,en,nmmgn,Jing-ye-dong-qing-guo is a kind of Natural Medicinal Material.,nmm-07gm
nmm_t_38680,zh,nmmgn_zh,净野冬青果是一种天然药材。,nmm-07gm
nmm_t_38681,en,nmmsn,Piper retrofractum Infructescence is a kind of Natural Medicinal Material.,nmm-07gn
nmm_t_38682,zh,nmmsn_zh,假荜拔果序是一种天然药材。,nmm-07gn
nmm_t_38683,en,nmmgn,Zhang-guo-bi-ba is a kind of Natural Medicinal Material.,nmm-07gn
nmm_t_38684,zh,nmmgn_zh,长果荜茇是一种天然药材。,nmm-07gn
nmm_t_38685,en,nmmsn,Piper retrofractum Infructescence Cleaned is a kind of Natural Medicinal Material.,nmm-07go
nmm_t_38686,zh,nmmsn_zh,净制假荜拔果序是一种天然药材。,nmm-07go
nmm_t_38687,en,nmmgn,Jing-zhang-guo-bi-ba is a kind of Natural Medicinal Material.,nmm-07go
nmm_t_38688,zh,nmmgn_zh,净长果荜茇是一种天然药材。,nmm-07go
nmm_t_38689,en,nmmsn,Hosta ventricosa Leaf is a kind of Natural Medicinal Material.,nmm-07gp
nmm_t_38690,zh,nmmsn_zh,紫萼叶是一种天然药材。,nmm-07gp
nmm_t_38691,en,nmmgn,Zi-yu-zan-ye is a kind of Natural Medicinal Material.,nmm-07gp
nmm_t_38692,zh,nmmgn_zh,紫玉簪叶是一种天然药材。,nmm-07gp
nmm_t_38693,en,nmmsn,Hosta ventricosa Leaf Cleaned is a kind of Natural Medicinal Material.,nmm-07gq
nmm_t_38694,zh,nmmsn_zh,净制紫萼叶是一种天然药材。,nmm-07gq
nmm_t_38695,en,nmmgn,Jing-zi-yu-zan-ye is a kind of Natural Medicinal Material.,nmm-07gq
nmm_t_38696,zh,nmmgn_zh,净紫玉簪叶是一种天然药材。,nmm-07gq
nmm_t_38697,en,nmmsn,Dendrocnide meyeniana Root or Shoot-with-leaf is a kind of Natural Medicinal Material.,nmm-07gr
nmm_t_38698,zh,nmmsn_zh,咬人狗根或带叶嫩枝是一种天然药材。,nmm-07gr
nmm_t_38699,en,nmmgn,Yao-ren-gou is a kind of Natural Medicinal Material.,nmm-07gr
nmm_t_38700,zh,nmmgn_zh,咬人狗是一种天然药材。,nmm-07gr
nmm_t_38701,en,nmmsn,Dendrocnide meyeniana Root or Shoot-with-leaf Cleaned is a kind of Natural Medicinal Material.,nmm-07gs
nmm_t_38702,zh,nmmsn_zh,净制咬人狗根或带叶嫩枝是一种天然药材。,nmm-07gs
nmm_t_38703,en,nmmgn,Jing-yao-ren-gou is a kind of Natural Medicinal Material.,nmm-07gs
nmm_t_38704,zh,nmmgn_zh,净咬人狗是一种天然药材。,nmm-07gs
nmm_t_38705,en,nmmsn,Acanthus ilicifolius Branch and Leaf or Root is a kind of Natural Medicinal Material.,nmm-07gt
nmm_t_38706,zh,nmmsn_zh,老鼠簕枝与叶或根是一种天然药材。,nmm-07gt
nmm_t_38707,en,nmmgn,Lao-shu-le is a kind of Natural Medicinal Material.,nmm-07gt
nmm_t_38708,zh,nmmgn_zh,老鼠簕是一种天然药材。,nmm-07gt
nmm_t_38709,en,nmmsn,Acanthus ilicifolius Branch and Leaf or Root Cleaned is a kind of Natural Medicinal Material.,nmm-07gu
nmm_t_38710,zh,nmmsn_zh,净制老鼠簕枝与叶或根是一种天然药材。,nmm-07gu
nmm_t_38711,en,nmmgn,Jing-lao-shu-le is a kind of Natural Medicinal Material.,nmm-07gu
nmm_t_38712,zh,nmmgn_zh,净老鼠簕是一种天然药材。,nmm-07gu
nmm_t_38713,en,nmmsn,Salvia digitaloides Root is a kind of Natural Medicinal Material.,nmm-07gv
nmm_t_38714,zh,nmmsn_zh,毛地黄鼠尾草根是一种天然药材。,nmm-07gv
nmm_t_38715,en,nmmgn,Yin-zi-dan-shen is a kind of Natural Medicinal Material.,nmm-07gv
nmm_t_38716,zh,nmmgn_zh,银紫丹参是一种天然药材。,nmm-07gv
nmm_t_38717,en,nmmsn,Salvia digitaloides Root Cleaned is a kind of Natural Medicinal Material.,nmm-07gw
nmm_t_38718,zh,nmmsn_zh,净制毛地黄鼠尾草根是一种天然药材。,nmm-07gw
nmm_t_38719,en,nmmgn,Jing-yin-zi-dan-shen is a kind of Natural Medicinal Material.,nmm-07gw
nmm_t_38720,zh,nmmgn_zh,净银紫丹参是一种天然药材。,nmm-07gw
nmm_t_38721,en,nmmsn,Elaeagnus lanceolata Fruit is a kind of Natural Medicinal Material.,nmm-07gx
nmm_t_38722,zh,nmmsn_zh,披针叶胡颓子果实是一种天然药材。,nmm-07gx
nmm_t_38723,en,nmmgn,Yan-pao-teng-guo is a kind of Natural Medicinal Material.,nmm-07gx
nmm_t_38724,zh,nmmgn_zh,盐匏藤果是一种天然药材。,nmm-07gx
nmm_t_38725,en,nmmsn,Elaeagnus lanceolata Fruit Cleaned is a kind of Natural Medicinal Material.,nmm-07gy
nmm_t_38726,zh,nmmsn_zh,净制披针叶胡颓子果实是一种天然药材。,nmm-07gy
nmm_t_38727,en,nmmgn,Jing-yan-pao-teng-guo is a kind of Natural Medicinal Material.,nmm-07gy
nmm_t_38728,zh,nmmgn_zh,净盐匏藤果是一种天然药材。,nmm-07gy
nmm_t_38729,en,nmmsn,Cheniella didyma Branch and Leaf is a kind of Natural Medicinal Material.,nmm-07gz
nmm_t_38730,zh,nmmsn_zh,孪叶首冠藤枝与叶是一种天然药材。,nmm-07gz
nmm_t_38731,en,nmmgn,Yan-zi-wei is a kind of Natural Medicinal Material.,nmm-07gz
nmm_t_38732,zh,nmmgn_zh,燕子尾是一种天然药材。,nmm-07gz
nmm_t_38733,en,nmmsn,Cheniella didyma Branch and Leaf Cleaned is a kind of Natural Medicinal Material.,nmm-07h0
nmm_t_38734,zh,nmmsn_zh,净制孪叶首冠藤枝与叶是一种天然药材。,nmm-07h0
nmm_t_38735,en,nmmgn,Jing-yan-zi-wei is a kind of Natural Medicinal Material.,nmm-07h0
nmm_t_38736,zh,nmmgn_zh,净燕子尾是一种天然药材。,nmm-07h0
nmm_t_38737,en,nmmsn,Pternopetalum nudicaule Root is a kind of Natural Medicinal Material.,nmm-07h1
nmm_t_38738,zh,nmmsn_zh,裸茎囊瓣芹根是一种天然药材。,nmm-07h1
nmm_t_38739,en,nmmgn,Yao-qin-cai-gen is a kind of Natural Medicinal Material.,nmm-07h1
nmm_t_38740,zh,nmmgn_zh,药芹菜根是一种天然药材。,nmm-07h1
nmm_t_38741,en,nmmsn,Pternopetalum nudicaule Root Cleaned is a kind of Natural Medicinal Material.,nmm-07h2
nmm_t_38742,zh,nmmsn_zh,净制裸茎囊瓣芹根是一种天然药材。,nmm-07h2
nmm_t_38743,en,nmmgn,Jing-yao-qin-cai-gen is a kind of Natural Medicinal Material.,nmm-07h2
nmm_t_38744,zh,nmmgn_zh,净药芹菜根是一种天然药材。,nmm-07h2
nmm_t_38745,en,nmmsn,Syringa pinnatifolia Branch and Trunk or Root is a kind of Natural Medicinal Material.,nmm-07h3
nmm_t_38746,zh,nmmsn_zh,羽叶丁香枝与干或根是一种天然药材。,nmm-07h3
nmm_t_38747,en,nmmgn,Yu-ye-ding-xiang is a kind of Natural Medicinal Material.,nmm-07h3
nmm_t_38748,zh,nmmgn_zh,羽叶丁香是一种天然药材。,nmm-07h3
nmm_t_38749,en,nmmsn,Syringa pinnatifolia Branch and Trunk or Root Cleaned is a kind of Natural Medicinal Material.,nmm-07h4
nmm_t_38750,zh,nmmsn_zh,净制羽叶丁香枝与干或根是一种天然药材。,nmm-07h4
nmm_t_38751,en,nmmgn,Jing-yu-ye-ding-xiang is a kind of Natural Medicinal Material.,nmm-07h4
nmm_t_38752,zh,nmmgn_zh,净羽叶丁香是一种天然药材。,nmm-07h4
nmm_t_38753,en,nmmsn,Cuminum cyminum Fruit is a kind of Natural Medicinal Material.,nmm-07h5
nmm_t_38754,zh,nmmsn_zh,孜然芹果实是一种天然药材。,nmm-07h5
nmm_t_38755,en,nmmgn,Zi-ran is a kind of Natural Medicinal Material.,nmm-07h5
nmm_t_38756,zh,nmmgn_zh,孜然是一种天然药材。,nmm-07h5
nmm_t_38757,en,nmmsn,Cuminum cyminum Fruit Cleaned is a kind of Natural Medicinal Material.,nmm-07h6
nmm_t_38758,zh,nmmsn_zh,净制孜然芹果实是一种天然药材。,nmm-07h6
nmm_t_38759,en,nmmgn,Jing-zi-ran is a kind of Natural Medicinal Material.,nmm-07h6
nmm_t_38760,zh,nmmgn_zh,净孜然是一种天然药材。,nmm-07h6
nmm_t_38761,en,nmmsn,Impatiens davidii Herb or Root is a kind of Natural Medicinal Material.,nmm-07h7
nmm_t_38762,zh,nmmsn_zh,牯岭凤仙花全草或根是一种天然药材。,nmm-07h7
nmm_t_38763,en,nmmgn,Yan-zhi-jia-hua is a kind of Natural Medicinal Material.,nmm-07h7
nmm_t_38764,zh,nmmgn_zh,岩指甲花是一种天然药材。,nmm-07h7
nmm_t_38765,en,nmmsn,Impatiens davidii Herb or Root Cleaned is a kind of Natural Medicinal Material.,nmm-07h8
nmm_t_38766,zh,nmmsn_zh,净制牯岭凤仙花全草或根是一种天然药材。,nmm-07h8
nmm_t_38767,en,nmmgn,Jing-yan-zhi-jia-hua is a kind of Natural Medicinal Material.,nmm-07h8
nmm_t_38768,zh,nmmgn_zh,净岩指甲花是一种天然药材。,nmm-07h8
nmm_t_38769,en,nmmsn,Cyclocodon axillaris Root is a kind of Natural Medicinal Material.,nmm-07h9
nmm_t_38770,zh,nmmsn_zh,轮钟花根是一种天然药材。,nmm-07h9
nmm_t_38771,en,nmmgn,Zhi-zhu-guo is a kind of Natural Medicinal Material.,nmm-07h9
nmm_t_38772,zh,nmmgn_zh,蜘蛛果是一种天然药材。,nmm-07h9
nmm_t_38773,en,nmmsn,Cyclocodon axillaris Root Cleaned is a kind of Natural Medicinal Material.,nmm-07ha
nmm_t_38774,zh,nmmsn_zh,净制轮钟花根是一种天然药材。,nmm-07ha
nmm_t_38775,en,nmmgn,Jing-zhi-zhu-guo is a kind of Natural Medicinal Material.,nmm-07ha
nmm_t_38776,zh,nmmgn_zh,净蜘蛛果是一种天然药材。,nmm-07ha
nmm_t_38777,en,nmmsn,Capparis chingiana Seed is a kind of Natural Medicinal Material.,nmm-07hb
nmm_t_38778,zh,nmmsn_zh,野槟榔种子是一种天然药材。,nmm-07hb
nmm_t_38779,en,nmmgn,Ye-bing-lang is a kind of Natural Medicinal Material.,nmm-07hb
nmm_t_38780,zh,nmmgn_zh,野槟榔是一种天然药材。,nmm-07hb
nmm_t_38781,en,nmmsn,Capparis chingiana Seed Cleaned is a kind of Natural Medicinal Material.,nmm-07hc
nmm_t_38782,zh,nmmsn_zh,净制野槟榔种子是一种天然药材。,nmm-07hc
nmm_t_38783,en,nmmgn,Jing-ye-bing-lang is a kind of Natural Medicinal Material.,nmm-07hc
nmm_t_38784,zh,nmmgn_zh,净野槟榔是一种天然药材。,nmm-07hc
nmm_t_38785,en,nmmsn,Cephalanthera erecta Herb is a kind of Natural Medicinal Material.,nmm-07hd
nmm_t_38786,zh,nmmsn_zh,银兰全草是一种天然药材。,nmm-07hd
nmm_t_38787,en,nmmgn,Yin-lan is a kind of Natural Medicinal Material.,nmm-07hd
nmm_t_38788,zh,nmmgn_zh,银兰是一种天然药材。,nmm-07hd
nmm_t_38789,en,nmmsn,Cephalanthera erecta Herb Cleaned is a kind of Natural Medicinal Material.,nmm-07he
nmm_t_38790,zh,nmmsn_zh,净制银兰全草是一种天然药材。,nmm-07he
nmm_t_38791,en,nmmgn,Jing-yin-lan is a kind of Natural Medicinal Material.,nmm-07he
nmm_t_38792,zh,nmmgn_zh,净银兰是一种天然药材。,nmm-07he
nmm_t_38793,en,nmmsn,Pellionia latifolia Herb is a kind of Natural Medicinal Material.,nmm-07hf
nmm_t_38794,zh,nmmsn_zh,长柄赤车全草是一种天然药材。,nmm-07hf
nmm_t_38795,en,nmmgn,Zhang-bing-chi-che is a kind of Natural Medicinal Material.,nmm-07hf
nmm_t_38796,zh,nmmgn_zh,长柄赤车是一种天然药材。,nmm-07hf
nmm_t_38797,en,nmmsn,Pellionia latifolia Herb Cleaned is a kind of Natural Medicinal Material.,nmm-07hg
nmm_t_38798,zh,nmmsn_zh,净制长柄赤车全草是一种天然药材。,nmm-07hg
nmm_t_38799,en,nmmgn,Jing-zhang-bing-chi-che is a kind of Natural Medicinal Material.,nmm-07hg
nmm_t_38800,zh,nmmgn_zh,净长柄赤车是一种天然药材。,nmm-07hg
nmm_t_38801,en,nmmsn,Alpinia zerumbet Fruit or Rhizome is a kind of Natural Medicinal Material.,nmm-07hh
nmm_t_38802,zh,nmmsn_zh,艳山姜果实或根茎是一种天然药材。,nmm-07hh
nmm_t_38803,en,nmmgn,Yan-shan-jiang is a kind of Natural Medicinal Material.,nmm-07hh
nmm_t_38804,zh,nmmgn_zh,艳山姜是一种天然药材。,nmm-07hh
nmm_t_38805,en,nmmsn,Alpinia zerumbet Fruit or Rhizome Cleaned is a kind of Natural Medicinal Material.,nmm-07hi
nmm_t_38806,zh,nmmsn_zh,净制艳山姜果实或根茎是一种天然药材。,nmm-07hi
nmm_t_38807,en,nmmgn,Jing-yan-shan-jiang is a kind of Natural Medicinal Material.,nmm-07hi
nmm_t_38808,zh,nmmgn_zh,净艳山姜是一种天然药材。,nmm-07hi
nmm_t_38809,en,nmmsn,Crotalaria pallida Herb is a kind of Natural Medicinal Material.,nmm-07hj
nmm_t_38810,zh,nmmsn_zh,猪屎豆全草是一种天然药材。,nmm-07hj
nmm_t_38811,en,nmmgn,Zhu-shi-dou is a kind of Natural Medicinal Material.,nmm-07hj
nmm_t_38812,zh,nmmgn_zh,猪屎豆是一种天然药材。,nmm-07hj
nmm_t_38813,en,nmmsn,Crotalaria pallida Herb Cleaned is a kind of Natural Medicinal Material.,nmm-07hk
nmm_t_38814,zh,nmmsn_zh,净制猪屎豆全草是一种天然药材。,nmm-07hk
nmm_t_38815,en,nmmgn,Jing-zhu-shi-dou is a kind of Natural Medicinal Material.,nmm-07hk
nmm_t_38816,zh,nmmgn_zh,净猪屎豆是一种天然药材。,nmm-07hk
nmm_t_38817,en,nmmsn,Alstonia yunnanensis Root is a kind of Natural Medicinal Material.,nmm-07hl
nmm_t_38818,zh,nmmsn_zh,鸡骨常山根是一种天然药材。,nmm-07hl
nmm_t_38819,en,nmmgn,Hong-la-shu-gen is a kind of Natural Medicinal Material.,nmm-07hl
nmm_t_38820,zh,nmmgn_zh,红辣树根是一种天然药材。,nmm-07hl
nmm_t_38821,en,nmmsn,Alstonia yunnanensis Root Cleaned is a kind of Natural Medicinal Material.,nmm-07hm
nmm_t_38822,zh,nmmsn_zh,净制鸡骨常山根是一种天然药材。,nmm-07hm
nmm_t_38823,en,nmmgn,Jing-hong-la-shu-gen is a kind of Natural Medicinal Material.,nmm-07hm
nmm_t_38824,zh,nmmgn_zh,净红辣树根是一种天然药材。,nmm-07hm
nmm_t_38825,en,nmmsn,Dalbergia yunnanensis Root is a kind of Natural Medicinal Material.,nmm-07hn
nmm_t_38826,zh,nmmsn_zh,滇黔黄檀根是一种天然药材。,nmm-07hn
nmm_t_38827,en,nmmgn,Yang-qing is a kind of Natural Medicinal Material.,nmm-07hn
nmm_t_38828,zh,nmmgn_zh,秧青是一种天然药材。,nmm-07hn
nmm_t_38829,en,nmmsn,Dalbergia yunnanensis Root Cleaned is a kind of Natural Medicinal Material.,nmm-07ho
nmm_t_38830,zh,nmmsn_zh,净制滇黔黄檀根是一种天然药材。,nmm-07ho
nmm_t_38831,en,nmmgn,Jing-yang-qing is a kind of Natural Medicinal Material.,nmm-07ho
nmm_t_38832,zh,nmmgn_zh,净秧青是一种天然药材。,nmm-07ho
nmm_t_38833,en,nmmsn,Jacobaea nudicaulis Root is a kind of Natural Medicinal Material.,nmm-07hp
nmm_t_38834,zh,nmmsn_zh,裸茎千里光根是一种天然药材。,nmm-07hp
nmm_t_38835,en,nmmgn,Zi-bei-cao-gen is a kind of Natural Medicinal Material.,nmm-07hp
nmm_t_38836,zh,nmmgn_zh,紫背草根是一种天然药材。,nmm-07hp
nmm_t_38837,en,nmmsn,Jacobaea nudicaulis Root Cleaned is a kind of Natural Medicinal Material.,nmm-07hq
nmm_t_38838,zh,nmmsn_zh,净制裸茎千里光根是一种天然药材。,nmm-07hq
nmm_t_38839,en,nmmgn,Jing-zi-bei-cao-gen is a kind of Natural Medicinal Material.,nmm-07hq
nmm_t_38840,zh,nmmgn_zh,净紫背草根是一种天然药材。,nmm-07hq
nmm_t_38841,en,nmmsn,Jacobaea argunensis Herb or Root is a kind of Natural Medicinal Material.,nmm-07hr
nmm_t_38842,zh,nmmsn_zh,额河千里光全草或根是一种天然药材。,nmm-07hr
nmm_t_38843,en,nmmgn,Zhan-long-cao is a kind of Natural Medicinal Material.,nmm-07hr
nmm_t_38844,zh,nmmgn_zh,斩龙草是一种天然药材。,nmm-07hr
nmm_t_38845,en,nmmsn,Jacobaea argunensis Herb or Root Cleaned is a kind of Natural Medicinal Material.,nmm-07hs
nmm_t_38846,zh,nmmsn_zh,净制额河千里光全草或根是一种天然药材。,nmm-07hs
nmm_t_38847,en,nmmgn,Jing-zhan-long-cao is a kind of Natural Medicinal Material.,nmm-07hs
nmm_t_38848,zh,nmmgn_zh,净斩龙草是一种天然药材。,nmm-07hs
nmm_t_38849,en,nmmsn,Lysimachia longipes Herb is a kind of Natural Medicinal Material.,nmm-07ht
nmm_t_38850,zh,nmmsn_zh,长梗过路黄全草是一种天然药材。,nmm-07ht
nmm_t_38851,en,nmmgn,Zhang-geng-pai-cao is a kind of Natural Medicinal Material.,nmm-07ht
nmm_t_38852,zh,nmmgn_zh,长梗排草是一种天然药材。,nmm-07ht
nmm_t_38853,en,nmmsn,Lysimachia longipes Herb Cleaned is a kind of Natural Medicinal Material.,nmm-07hu
nmm_t_38854,zh,nmmsn_zh,净制长梗过路黄全草是一种天然药材。,nmm-07hu
