nmm_text_id,expected_nmm_id,extracted_nmm_ids,correct
nmm_t_35037,nmm-06rc,[],False
nmm_t_35038,nmm-06rc,['nmm-06rc'],True
nmm_t_35039,nmm-06rc,['nmm-06rc'],True
nmm_t_35040,nmm-06rc,['nmm-06rc'],True
nmm_t_35041,nmm-06rd,[],False
nmm_t_35042,nmm-06rd,['nmm-06rd'],True
nmm_t_35043,nmm-06rd,['nmm-06rd'],True
nmm_t_35044,nmm-06rd,['nmm-06rd'],True
nmm_t_35045,nmm-06re,[],False
nmm_t_35046,nmm-06re,['nmm-06re'],True
nmm_t_35047,nmm-06re,['nmm-06re'],True
nmm_t_35048,nmm-06re,['nmm-06re'],True
nmm_t_35049,nmm-06rf,[],False
nmm_t_35050,nmm-06rf,['nmm-06rf'],True
nmm_t_35051,nmm-06rf,['nmm-06rf'],True
nmm_t_35052,nmm-06rf,['nmm-06rf'],True
nmm_t_35053,nmm-06rg,[],False
nmm_t_35054,nmm-06rg,['nmm-06rg'],True
nmm_t_35055,nmm-06rg,['nmm-06rg'],True
nmm_t_35056,nmm-06rg,['nmm-06rg'],True
nmm_t_35057,nmm-06rh,[],False
nmm_t_35058,nmm-06rh,['nmm-06rh'],True
nmm_t_35059,nmm-06rh,['nmm-06rh'],True
nmm_t_35060,nmm-06rh,['nmm-06rh'],True
nmm_t_35061,nmm-06ri,[],False
nmm_t_35062,nmm-06ri,['nmm-06ri'],True
nmm_t_35063,nmm-06ri,['nmm-06ri'],True
nmm_t_35064,nmm-06ri,['nmm-06ri'],True
nmm_t_35065,nmm-06rj,[],False
nmm_t_35066,nmm-06rj,['nmm-06rj'],True
nmm_t_35067,nmm-06rj,['nmm-06rj'],True
nmm_t_35068,nmm-06rj,['nmm-06rj'],True
nmm_t_35069,nmm-06rk,[],False
nmm_t_35070,nmm-06rk,['nmm-06rk'],True
nmm_t_35071,nmm-06rk,['nmm-06rk'],True
nmm_t_35072,nmm-06rk,['nmm-06rk'],True
nmm_t_35073,nmm-06rl,[],False
nmm_t_35074,nmm-06rl,['nmm-06rl'],True
nmm_t_35075,nmm-06rl,['nmm-06rl'],True
nmm_t_35076,nmm-06rl,['nmm-06rl'],True
nmm_t_35077,nmm-06rm,[],False
nmm_t_35078,nmm-06rm,['nmm-06rm'],True
nmm_t_35079,nmm-06rm,['nmm-06rm'],True
nmm_t_35080,nmm-06rm,['nmm-06rm'],True
nmm_t_35081,nmm-06rn,[],False
nmm_t_35082,nmm-06rn,['nmm-06rn'],True
nmm_t_35083,nmm-06rn,['nmm-06rn'],True
nmm_t_35084,nmm-06rn,['nmm-06rn'],True
nmm_t_35085,nmm-06ro,[],False
nmm_t_35086,nmm-06ro,['nmm-06ro'],True
nmm_t_35087,nmm-06ro,['nmm-06ro'],True
nmm_t_35088,nmm-06ro,['nmm-06ro'],True
nmm_t_35089,nmm-06rp,[],False
nmm_t_35090,nmm-06rp,['nmm-06rp'],True
nmm_t_35091,nmm-06rp,['nmm-06rp'],True
nmm_t_35092,nmm-06rp,['nmm-06rp'],True
nmm_t_35093,nmm-06rq,[],False
nmm_t_35094,nmm-06rq,['nmm-06rq'],True
nmm_t_35095,nmm-06rq,['nmm-06rq'],True
nmm_t_35096,nmm-06rq,['nmm-06rq'],True
nmm_t_35097,nmm-06rr,[],False
nmm_t_35098,nmm-06rr,['nmm-06rr'],True
nmm_t_35099,nmm-06rr,['nmm-06rr'],True
nmm_t_35100,nmm-06rr,['nmm-06rr'],True
nmm_t_35101,nmm-06rs,[],False
nmm_t_35102,nmm-06rs,['nmm-06rs'],True
nmm_t_35103,nmm-06rs,['nmm-06rs'],True
nmm_t_35104,nmm-06rs,['nmm-06rs'],True
nmm_t_35105,nmm-06rt,[],False
nmm_t_35106,nmm-06rt,['nmm-06rt'],True
nmm_t_35107,nmm-06rt,['nmm-06rt'],True
nmm_t_35108,nmm-06rt,['nmm-06rt'],True
nmm_t_35109,nmm-06ru,[],False
nmm_t_35110,nmm-06ru,['nmm-06ru'],True
nmm_t_35111,nmm-06ru,['nmm-06ru'],True
nmm_t_35112,nmm-06ru,['nmm-06ru'],True
nmm_t_35113,nmm-06rv,[],False
nmm_t_35114,nmm-06rv,['nmm-06rv'],True
nmm_t_35115,nmm-06rv,['nmm-06rv'],True
nmm_t_35116,nmm-06rv,['nmm-06rv'],True
nmm_t_35117,nmm-06rw,[],False
nmm_t_35118,nmm-06rw,['nmm-06rw'],True
nmm_t_35119,nmm-06rw,['nmm-06rw'],True
nmm_t_35120,nmm-06rw,['nmm-06rw'],True
nmm_t_35121,nmm-06rx,[],False
nmm_t_35122,nmm-06rx,['nmm-06rx'],True
nmm_t_35123,nmm-06rx,['nmm-06rx'],True
nmm_t_35124,nmm-06rx,['nmm-06rx'],True
nmm_t_35125,nmm-06ry,[],False
nmm_t_35126,nmm-06ry,['nmm-06ry'],True
nmm_t_35127,nmm-06ry,['nmm-06ry'],True
nmm_t_35128,nmm-06ry,['nmm-06ry'],True
nmm_t_35129,nmm-06rz,[],False
nmm_t_35130,nmm-06rz,['nmm-06rz'],True
nmm_t_35131,nmm-06rz,['nmm-06rz'],True
nmm_t_35132,nmm-06rz,['nmm-06rz'],True
nmm_t_35133,nmm-06s0,[],False
nmm_t_35134,nmm-06s0,['nmm-06s0'],True
nmm_t_35135,nmm-06s0,['nmm-06s0'],True
nmm_t_35136,nmm-06s0,['nmm-06s0'],True
nmm_t_35137,nmm-06s1,[],False
nmm_t_35138,nmm-06s1,['nmm-06s1'],True
nmm_t_35139,nmm-06s1,['nmm-06s1'],True
nmm_t_35140,nmm-06s1,['nmm-06s1'],True
nmm_t_35141,nmm-06s2,[],False
nmm_t_35142,nmm-06s2,['nmm-06s2'],True
nmm_t_35143,nmm-06s2,['nmm-06s2'],True
nmm_t_35144,nmm-06s2,['nmm-06s2'],True
nmm_t_35145,nmm-06s3,[],False
nmm_t_35146,nmm-06s3,['nmm-06s3'],True
nmm_t_35147,nmm-06s3,['nmm-06s3'],True
nmm_t_35148,nmm-06s3,['nmm-06s3'],True
nmm_t_35149,nmm-06s4,[],False
nmm_t_35150,nmm-06s4,['nmm-06s4'],True
nmm_t_35151,nmm-06s4,['nmm-06s4'],True
nmm_t_35152,nmm-06s4,['nmm-06s4'],True
nmm_t_35153,nmm-06s5,[],False
nmm_t_35154,nmm-06s5,['nmm-06s5'],True
nmm_t_35155,nmm-06s5,['nmm-06s5'],True
nmm_t_35156,nmm-06s5,['nmm-06s5'],True
nmm_t_35157,nmm-06s6,[],False
nmm_t_35158,nmm-06s6,['nmm-06s6'],True
nmm_t_35159,nmm-06s6,['nmm-06s6'],True
nmm_t_35160,nmm-06s6,['nmm-06s6'],True
nmm_t_35161,nmm-06s7,[],False
nmm_t_35162,nmm-06s7,['nmm-06s7'],True
nmm_t_35163,nmm-06s7,['nmm-06s7'],True
nmm_t_35164,nmm-06s7,['nmm-06s7'],True
nmm_t_35165,nmm-06s8,[],False
nmm_t_35166,nmm-06s8,['nmm-06s8'],True
nmm_t_35167,nmm-06s8,['nmm-06s8'],True
nmm_t_35168,nmm-06s8,['nmm-06s8'],True
nmm_t_35169,nmm-06s9,[],False
nmm_t_35170,nmm-06s9,['nmm-06s9'],True
nmm_t_35171,nmm-06s9,['nmm-06s9'],True
nmm_t_35172,nmm-06s9,['nmm-06s9'],True
nmm_t_35173,nmm-06sa,[],False
nmm_t_35174,nmm-06sa,['nmm-06sa'],True
nmm_t_35175,nmm-06sa,['nmm-06sa'],True
nmm_t_35176,nmm-06sa,['nmm-06sa'],True
nmm_t_35177,nmm-06sb,[],False
nmm_t_35178,nmm-06sb,['nmm-06sb'],True
nmm_t_35179,nmm-06sb,['nmm-06sb'],True
nmm_t_35180,nmm-06sb,['nmm-06sb'],True
nmm_t_35181,nmm-06sc,[],False
nmm_t_35182,nmm-06sc,['nmm-06sc'],True
nmm_t_35183,nmm-06sc,['nmm-06sc'],True
nmm_t_35184,nmm-06sc,['nmm-06sc'],True
nmm_t_35185,nmm-06sd,[],False
nmm_t_35186,nmm-06sd,['nmm-06sd'],True
nmm_t_35187,nmm-06sd,['nmm-06sd'],True
nmm_t_35188,nmm-06sd,['nmm-06sd'],True
nmm_t_35189,nmm-06se,[],False
nmm_t_35190,nmm-06se,['nmm-06se'],True
nmm_t_35191,nmm-06se,['nmm-06se'],True
nmm_t_35192,nmm-06se,['nmm-06se'],True
nmm_t_35193,nmm-06sf,[],False
nmm_t_35194,nmm-06sf,['nmm-06sf'],True
nmm_t_35195,nmm-06sf,['nmm-06sf'],True
nmm_t_35196,nmm-06sf,['nmm-06sf'],True
nmm_t_35197,nmm-06sg,[],False
nmm_t_35198,nmm-06sg,['nmm-06sg'],True
nmm_t_35199,nmm-06sg,['nmm-06sg'],True
nmm_t_35200,nmm-06sg,['nmm-06sg'],True
nmm_t_35201,nmm-06sh,[],False
nmm_t_35202,nmm-06sh,['nmm-06sh'],True
nmm_t_35203,nmm-06sh,['nmm-06sh'],True
nmm_t_35204,nmm-06sh,['nmm-06sh'],True
nmm_t_35205,nmm-06si,[],False
nmm_t_35206,nmm-06si,['nmm-06si'],True
nmm_t_35207,nmm-06si,['nmm-06si'],True
nmm_t_35208,nmm-06si,['nmm-06si'],True
nmm_t_35209,nmm-06sj,[],False
nmm_t_35210,nmm-06sj,['nmm-06sj'],True
nmm_t_35211,nmm-06sj,['nmm-06sj'],True
nmm_t_35212,nmm-06sj,['nmm-06sj'],True
nmm_t_35213,nmm-06sk,[],False
nmm_t_35214,nmm-06sk,['nmm-06sk'],True
nmm_t_35215,nmm-06sk,['nmm-06sk'],True
nmm_t_35216,nmm-06sk,['nmm-06sk'],True
nmm_t_35217,nmm-06sl,[],False
nmm_t_35218,nmm-06sl,['nmm-06sl'],True
nmm_t_35219,nmm-06sl,['nmm-06sl'],True
nmm_t_35220,nmm-06sl,['nmm-06sl'],True
nmm_t_35221,nmm-06sm,[],False
nmm_t_35222,nmm-06sm,['nmm-06sm'],True
nmm_t_35223,nmm-06sm,['nmm-06sm'],True
nmm_t_35224,nmm-06sm,['nmm-06sm'],True
nmm_t_35225,nmm-06sn,[],False
nmm_t_35226,nmm-06sn,['nmm-06sn'],True
nmm_t_35227,nmm-06sn,['nmm-06sn'],True
nmm_t_35228,nmm-06sn,['nmm-06sn'],True
nmm_t_35229,nmm-06so,[],False
nmm_t_35230,nmm-06so,['nmm-06so'],True
nmm_t_35231,nmm-06so,['nmm-06so'],True
nmm_t_35232,nmm-06so,['nmm-06so'],True
nmm_t_35233,nmm-06sp,[],False
nmm_t_35234,nmm-06sp,['nmm-06sp'],True
nmm_t_35235,nmm-06sp,['nmm-06sp'],True
nmm_t_35236,nmm-06sp,['nmm-06sp'],True
nmm_t_35237,nmm-06sq,[],False
nmm_t_35238,nmm-06sq,['nmm-06sq'],True
nmm_t_35239,nmm-06sq,['nmm-06sq'],True
nmm_t_35240,nmm-06sq,['nmm-06sq'],True
nmm_t_35241,nmm-06sr,[],False
nmm_t_35242,nmm-06sr,['nmm-06sr'],True
nmm_t_35243,nmm-06sr,['nmm-06sr'],True
nmm_t_35244,nmm-06sr,['nmm-06sr'],True
nmm_t_35245,nmm-06ss,[],False
nmm_t_35246,nmm-06ss,['nmm-06ss'],True
nmm_t_35247,nmm-06ss,['nmm-06ss'],True
nmm_t_35248,nmm-06ss,['nmm-06ss'],True
nmm_t_35249,nmm-06st,[],False
nmm_t_35250,nmm-06st,['nmm-06st'],True
nmm_t_35251,nmm-06st,['nmm-06st'],True
nmm_t_35252,nmm-06st,['nmm-06st'],True
nmm_t_35253,nmm-06su,[],False
nmm_t_35254,nmm-06su,['nmm-06su'],True
nmm_t_35255,nmm-06su,['nmm-06su'],True
nmm_t_35256,nmm-06su,['nmm-06su'],True
nmm_t_35257,nmm-06sv,[],False
nmm_t_35258,nmm-06sv,['nmm-06sv'],True
nmm_t_35259,nmm-06sv,['nmm-06sv'],True
nmm_t_35260,nmm-06sv,['nmm-06sv'],True
nmm_t_35261,nmm-06sw,[],False
nmm_t_35262,nmm-06sw,['nmm-06sw'],True
nmm_t_35263,nmm-06sw,['nmm-06sw'],True
nmm_t_35264,nmm-06sw,['nmm-06sw'],True
nmm_t_35265,nmm-06sx,[],False
nmm_t_35266,nmm-06sx,['nmm-06sx'],True
nmm_t_35267,nmm-06sx,['nmm-06sx'],True
nmm_t_35268,nmm-06sx,['nmm-06sx'],True
nmm_t_35269,nmm-06sy,[],False
nmm_t_35270,nmm-06sy,['nmm-06sy'],True
nmm_t_35271,nmm-06sy,['nmm-06sy'],True
nmm_t_35272,nmm-06sy,['nmm-06sy'],True
nmm_t_35273,nmm-06sz,[],False
nmm_t_35274,nmm-06sz,['nmm-06sz'],True
nmm_t_35275,nmm-06sz,['nmm-06sz'],True
nmm_t_35276,nmm-06sz,['nmm-06sz'],True
nmm_t_35277,nmm-06t0,[],False
nmm_t_35278,nmm-06t0,['nmm-06t0'],True
nmm_t_35279,nmm-06t0,['nmm-06t0'],True
nmm_t_35280,nmm-06t0,['nmm-06t0'],True
nmm_t_35281,nmm-06t1,[],False
nmm_t_35282,nmm-06t1,['nmm-06t1'],True
nmm_t_35283,nmm-06t1,['nmm-06t1'],True
nmm_t_35284,nmm-06t1,['nmm-06t1'],True
nmm_t_35285,nmm-06t2,[],False
nmm_t_35286,nmm-06t2,['nmm-06t2'],True
nmm_t_35287,nmm-06t2,['nmm-06t2'],True
nmm_t_35288,nmm-06t2,['nmm-06t2'],True
nmm_t_35289,nmm-06t3,[],False
nmm_t_35290,nmm-06t3,['nmm-06t3'],True
nmm_t_35291,nmm-06t3,['nmm-06t3'],True
nmm_t_35292,nmm-06t3,['nmm-06t3'],True
nmm_t_35293,nmm-06t4,[],False
nmm_t_35294,nmm-06t4,['nmm-06t4'],True
nmm_t_35295,nmm-06t4,['nmm-06t4'],True
nmm_t_35296,nmm-06t4,['nmm-06t4'],True
nmm_t_35297,nmm-06t5,[],False
nmm_t_35298,nmm-06t5,['nmm-06t5'],True
nmm_t_35299,nmm-06t5,['nmm-06t5'],True
nmm_t_35300,nmm-06t5,['nmm-06t5'],True
nmm_t_35301,nmm-06t6,[],False
nmm_t_35302,nmm-06t6,['nmm-06t6'],True
nmm_t_35303,nmm-06t6,['nmm-06t6'],True
nmm_t_35304,nmm-06t6,['nmm-06t6'],True
nmm_t_35305,nmm-06t7,[],False
nmm_t_35306,nmm-06t7,['nmm-06t7'],True
nmm_t_35307,nmm-06t7,['nmm-06t7'],True
nmm_t_35308,nmm-06t7,['nmm-06t7'],True
nmm_t_35309,nmm-06t8,[],False
nmm_t_35310,nmm-06t8,['nmm-06t8'],True
nmm_t_35311,nmm-06t8,['nmm-06t8'],True
nmm_t_35312,nmm-06t8,['nmm-06t8'],True
nmm_t_35313,nmm-06t9,[],False
nmm_t_35314,nmm-06t9,['nmm-06t9'],True
nmm_t_35315,nmm-06t9,['nmm-06t9'],True
nmm_t_35316,nmm-06t9,['nmm-06t9'],True
nmm_t_35317,nmm-06ta,[],False
nmm_t_35318,nmm-06ta,['nmm-06ta'],True
nmm_t_35319,nmm-06ta,['nmm-06ta'],True
nmm_t_35320,nmm-06ta,['nmm-06ta'],True
nmm_t_35321,nmm-06tb,[],False
nmm_t_35322,nmm-06tb,['nmm-06tb'],True
nmm_t_35323,nmm-06tb,['nmm-06tb'],True
nmm_t_35324,nmm-06tb,['nmm-06tb'],True
nmm_t_35325,nmm-06tc,[],False
nmm_t_35326,nmm-06tc,['nmm-06tc'],True
nmm_t_35327,nmm-06tc,['nmm-06tc'],True
nmm_t_35328,nmm-06tc,['nmm-06tc'],True
nmm_t_35329,nmm-06td,[],False
nmm_t_35330,nmm-06td,['nmm-06td'],True
nmm_t_35331,nmm-06td,['nmm-06td'],True
nmm_t_35332,nmm-06td,['nmm-06td'],True
nmm_t_35333,nmm-06te,[],False
nmm_t_35334,nmm-06te,['nmm-06te'],True
nmm_t_35335,nmm-06te,['nmm-06te'],True
nmm_t_35336,nmm-06te,['nmm-06te'],True
nmm_t_35337,nmm-06tf,[],False
nmm_t_35338,nmm-06tf,['nmm-06tf'],True
nmm_t_35339,nmm-06tf,['nmm-06tf'],True
nmm_t_35340,nmm-06tf,['nmm-06tf'],True
nmm_t_35341,nmm-06tg,[],False
nmm_t_35342,nmm-06tg,['nmm-06tg'],True
nmm_t_35343,nmm-06tg,['nmm-06tg'],True
nmm_t_35344,nmm-06tg,['nmm-06tg'],True
nmm_t_35345,nmm-06th,[],False
nmm_t_35346,nmm-06th,['nmm-06th'],True
nmm_t_35347,nmm-06th,['nmm-06th'],True
nmm_t_35348,nmm-06th,['nmm-06th'],True
nmm_t_35349,nmm-06ti,[],False
nmm_t_35350,nmm-06ti,['nmm-06ti'],True
nmm_t_35351,nmm-06ti,['nmm-06ti'],True
nmm_t_35352,nmm-06ti,['nmm-06ti'],True
nmm_t_35353,nmm-06tj,[],False
nmm_t_35354,nmm-06tj,['nmm-06tj'],True
nmm_t_35355,nmm-06tj,['nmm-06tj'],True
nmm_t_35356,nmm-06tj,['nmm-06tj'],True
nmm_t_35357,nmm-06tk,[],False
nmm_t_35358,nmm-06tk,['nmm-06tk'],True
nmm_t_35359,nmm-06tk,['nmm-06tk'],True
nmm_t_35360,nmm-06tk,['nmm-06tk'],True
nmm_t_35361,nmm-06tl,[],False
nmm_t_35362,nmm-06tl,['nmm-06tl'],True
nmm_t_35363,nmm-06tl,['nmm-06tl'],True
nmm_t_35364,nmm-06tl,['nmm-06tl'],True
nmm_t_35365,nmm-06tm,[],False
nmm_t_35366,nmm-06tm,['nmm-06tm'],True
nmm_t_35367,nmm-06tm,['nmm-06tm'],True
nmm_t_35368,nmm-06tm,['nmm-06tm'],True
nmm_t_35369,nmm-06tn,[],False
nmm_t_35370,nmm-06tn,['nmm-06tn'],True
nmm_t_35371,nmm-06tn,['nmm-06tn'],True
nmm_t_35372,nmm-06tn,['nmm-06tn'],True
nmm_t_35373,nmm-06to,[],False
nmm_t_35374,nmm-06to,['nmm-06to'],True
nmm_t_35375,nmm-06to,['nmm-06to'],True
nmm_t_35376,nmm-06to,['nmm-06to'],True
nmm_t_35377,nmm-06tp,[],False
nmm_t_35378,nmm-06tp,['nmm-06tp'],True
nmm_t_35379,nmm-06tp,['nmm-06tp'],True
nmm_t_35380,nmm-06tp,['nmm-06tp'],True
nmm_t_35381,nmm-06tq,[],False
nmm_t_35382,nmm-06tq,['nmm-06tq'],True
nmm_t_35383,nmm-06tq,['nmm-06tq'],True
nmm_t_35384,nmm-06tq,['nmm-06tq'],True
nmm_t_35385,nmm-06tr,[],False
nmm_t_35386,nmm-06tr,['nmm-06tr'],True
nmm_t_35387,nmm-06tr,['nmm-06tr'],True
nmm_t_35388,nmm-06tr,['nmm-06tr'],True
nmm_t_35389,nmm-06ts,[],False
nmm_t_35390,nmm-06ts,['nmm-06ts'],True
nmm_t_35391,nmm-06ts,['nmm-06ts'],True
nmm_t_35392,nmm-06ts,['nmm-06ts'],True
nmm_t_35393,nmm-06tt,[],False
nmm_t_35394,nmm-06tt,['nmm-06tt'],True
nmm_t_35395,nmm-06tt,['nmm-06tt'],True
nmm_t_35396,nmm-06tt,['nmm-06tt'],True
nmm_t_35397,nmm-06tu,[],False
nmm_t_35398,nmm-06tu,['nmm-06tu'],True
nmm_t_35399,nmm-06tu,['nmm-06tu'],True
nmm_t_35400,nmm-06tu,['nmm-06tu'],True
nmm_t_35401,nmm-06tv,[],False
nmm_t_35402,nmm-06tv,['nmm-06tv'],True
nmm_t_35403,nmm-06tv,['nmm-06tv'],True
nmm_t_35404,nmm-06tv,['nmm-06tv'],True
nmm_t_35405,nmm-06tw,[],False
nmm_t_35406,nmm-06tw,['nmm-06tw'],True
nmm_t_35407,nmm-06tw,['nmm-06tw'],True
nmm_t_35408,nmm-06tw,['nmm-06tw'],True
nmm_t_35409,nmm-06tx,[],False
nmm_t_35410,nmm-06tx,['nmm-06tx'],True
nmm_t_35411,nmm-06tx,['nmm-06tx'],True
nmm_t_35412,nmm-06tx,['nmm-06tx'],True
nmm_t_35413,nmm-06ty,[],False
nmm_t_35414,nmm-06ty,['nmm-06ty'],True
nmm_t_35415,nmm-06ty,['nmm-06ty'],True
nmm_t_35416,nmm-06ty,['nmm-06ty'],True
nmm_t_35417,nmm-06tz,[],False
nmm_t_35418,nmm-06tz,['nmm-06tz'],True
nmm_t_35419,nmm-06tz,['nmm-06tz'],True
nmm_t_35420,nmm-06tz,['nmm-06tz'],True
nmm_t_35421,nmm-06u0,[],False
nmm_t_35422,nmm-06u0,['nmm-06u0'],True
nmm_t_35423,nmm-06u0,['nmm-06u0'],True
nmm_t_35424,nmm-06u0,['nmm-06u0'],True
nmm_t_35425,nmm-06u1,[],False
nmm_t_35426,nmm-06u1,['nmm-06u1'],True
nmm_t_35427,nmm-06u1,['nmm-06u1'],True
nmm_t_35428,nmm-06u1,['nmm-06u1'],True
nmm_t_35429,nmm-06u2,[],False
nmm_t_35430,nmm-06u2,['nmm-06u2'],True
nmm_t_35431,nmm-06u2,['nmm-06u2'],True
nmm_t_35432,nmm-06u2,['nmm-06u2'],True
nmm_t_35433,nmm-06u3,[],False
nmm_t_35434,nmm-06u3,['nmm-06u3'],True
nmm_t_35435,nmm-06u3,['nmm-06u3'],True
nmm_t_35436,nmm-06u3,['nmm-06u3'],True
nmm_t_35437,nmm-06u4,[],False
nmm_t_35438,nmm-06u4,['nmm-06u4'],True
nmm_t_35439,nmm-06u4,['nmm-06u4'],True
nmm_t_35440,nmm-06u4,['nmm-06u4'],True
nmm_t_35441,nmm-06u5,[],False
nmm_t_35442,nmm-06u5,['nmm-06u5'],True
nmm_t_35443,nmm-06u5,['nmm-06u5'],True
nmm_t_35444,nmm-06u5,['nmm-06u5'],True
nmm_t_35445,nmm-06u6,[],False
nmm_t_35446,nmm-06u6,['nmm-06u6'],True
nmm_t_35447,nmm-06u6,['nmm-06u6'],True
nmm_t_35448,nmm-06u6,['nmm-06u6'],True
nmm_t_35449,nmm-06u7,[],False
nmm_t_35450,nmm-06u7,['nmm-06u7'],True
nmm_t_35451,nmm-06u7,['nmm-06u7'],True
nmm_t_35452,nmm-06u7,['nmm-06u7'],True
nmm_t_35453,nmm-06u8,[],False
nmm_t_35454,nmm-06u8,['nmm-06u8'],True
nmm_t_35455,nmm-06u8,['nmm-06u8'],True
nmm_t_35456,nmm-06u8,['nmm-06u8'],True
nmm_t_35457,nmm-06u9,[],False
nmm_t_35458,nmm-06u9,['nmm-06u9'],True
nmm_t_35459,nmm-06u9,['nmm-06u9'],True
nmm_t_35460,nmm-06u9,['nmm-06u9'],True
nmm_t_35461,nmm-06ua,[],False
nmm_t_35462,nmm-06ua,['nmm-06ua'],True
nmm_t_35463,nmm-06ua,['nmm-06ua'],True
nmm_t_35464,nmm-06ua,['nmm-06ua'],True
nmm_t_35465,nmm-06ub,[],False
nmm_t_35466,nmm-06ub,['nmm-06ub'],True
nmm_t_35467,nmm-06ub,['nmm-06ub'],True
nmm_t_35468,nmm-06ub,['nmm-06ub'],True
nmm_t_35469,nmm-06uc,[],False
nmm_t_35470,nmm-06uc,['nmm-06uc'],True
nmm_t_35471,nmm-06uc,['nmm-06uc'],True
nmm_t_35472,nmm-06uc,['nmm-06uc'],True
nmm_t_35473,nmm-06ud,[],False
nmm_t_35474,nmm-06ud,['nmm-06ud'],True
nmm_t_35475,nmm-06ud,['nmm-06ud'],True
nmm_t_35476,nmm-06ud,['nmm-06ud'],True
nmm_t_35477,nmm-06ue,[],False
nmm_t_35478,nmm-06ue,['nmm-06ue'],True
nmm_t_35479,nmm-06ue,['nmm-06ue'],True
nmm_t_35480,nmm-06ue,['nmm-06ue'],True
nmm_t_35481,nmm-06uf,[],False
nmm_t_35482,nmm-06uf,['nmm-06uf'],True
nmm_t_35483,nmm-06uf,['nmm-06uf'],True
nmm_t_35484,nmm-06uf,['nmm-06uf'],True
nmm_t_35485,nmm-06ug,[],False
nmm_t_35486,nmm-06ug,['nmm-06ug'],True
nmm_t_35487,nmm-06ug,['nmm-06ug'],True
nmm_t_35488,nmm-06ug,['nmm-06ug'],True
nmm_t_35489,nmm-06uh,[],False
nmm_t_35490,nmm-06uh,['nmm-06uh'],True
nmm_t_35491,nmm-06uh,['nmm-06uh'],True
nmm_t_35492,nmm-06uh,['nmm-06uh'],True
nmm_t_35493,nmm-06ui,[],False
nmm_t_35494,nmm-06ui,['nmm-06ui'],True
nmm_t_35495,nmm-06ui,['nmm-06ui'],True
nmm_t_35496,nmm-06ui,['nmm-06ui'],True
nmm_t_35497,nmm-06uj,[],False
nmm_t_35498,nmm-06uj,['nmm-06uj'],True
nmm_t_35499,nmm-06uj,['nmm-06uj'],True
nmm_t_35500,nmm-06uj,['nmm-06uj'],True
nmm_t_35501,nmm-06uk,[],False
nmm_t_35502,nmm-06uk,['nmm-06uk'],True
nmm_t_35503,nmm-06uk,['nmm-06uk'],True
nmm_t_35504,nmm-06uk,['nmm-06uk'],True
nmm_t_35505,nmm-06ul,[],False
nmm_t_35506,nmm-06ul,['nmm-06ul'],True
nmm_t_35507,nmm-06ul,['nmm-06ul'],True
nmm_t_35508,nmm-06ul,['nmm-06ul'],True
nmm_t_35509,nmm-06um,[],False
nmm_t_35510,nmm-06um,['nmm-06um'],True
nmm_t_35511,nmm-06um,['nmm-06um'],True
nmm_t_35512,nmm-06um,['nmm-06um'],True
nmm_t_35513,nmm-06un,[],False
nmm_t_35514,nmm-06un,['nmm-06un'],True
nmm_t_35515,nmm-06un,['nmm-06un'],True
nmm_t_35516,nmm-06un,['nmm-06un'],True
nmm_t_35517,nmm-06uo,[],False
nmm_t_35518,nmm-06uo,['nmm-06uo'],True
nmm_t_35519,nmm-06uo,['nmm-06uo'],True
nmm_t_35520,nmm-06uo,['nmm-06uo'],True
nmm_t_35521,nmm-06up,[],False
nmm_t_35522,nmm-06up,['nmm-06up'],True
nmm_t_35523,nmm-06up,['nmm-06up'],True
nmm_t_35524,nmm-06up,['nmm-06up'],True
nmm_t_35525,nmm-06uq,[],False
nmm_t_35526,nmm-06uq,['nmm-06uq'],True
nmm_t_35527,nmm-06uq,['nmm-06uq'],True
nmm_t_35528,nmm-06uq,['nmm-06uq'],True
nmm_t_35529,nmm-06ur,[],False
nmm_t_35530,nmm-06ur,['nmm-06ur'],True
nmm_t_35531,nmm-06ur,['nmm-06ur'],True
nmm_t_35532,nmm-06ur,['nmm-06ur'],True
nmm_t_35533,nmm-06us,[],False
nmm_t_35534,nmm-06us,['nmm-06us'],True
nmm_t_35535,nmm-06us,['nmm-06us'],True
nmm_t_35536,nmm-06us,['nmm-06us'],True
nmm_t_35537,nmm-06ut,[],False
nmm_t_35538,nmm-06ut,['nmm-06ut'],True
nmm_t_35539,nmm-06ut,['nmm-06ut'],True
nmm_t_35540,nmm-06ut,['nmm-06ut'],True
nmm_t_35541,nmm-06uu,[],False
nmm_t_35542,nmm-06uu,['nmm-06uu'],True
nmm_t_35543,nmm-06uu,['nmm-06uu'],True
nmm_t_35544,nmm-06uu,['nmm-06uu'],True
nmm_t_35545,nmm-06uv,[],False
nmm_t_35546,nmm-06uv,['nmm-06uv'],True
nmm_t_35547,nmm-06uv,['nmm-06uv'],True
nmm_t_35548,nmm-06uv,['nmm-06uv'],True
nmm_t_35549,nmm-06uw,[],False
nmm_t_35550,nmm-06uw,['nmm-06uw'],True
nmm_t_35551,nmm-06uw,['nmm-06uw'],True
nmm_t_35552,nmm-06uw,['nmm-06uw'],True
nmm_t_35553,nmm-06ux,[],False
nmm_t_35554,nmm-06ux,['nmm-06ux'],True
nmm_t_35555,nmm-06ux,['nmm-06ux'],True
nmm_t_35556,nmm-06ux,['nmm-06ux'],True
nmm_t_35557,nmm-06uy,[],False
